,Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,house_counts,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
711,711,newtonbrook west,470,37 drewry ave unit 9,43.786348,-79.419345,POINT (627182.2489984275 4849357.621525421),738000,3,2,1452,290,5,1,615,123,832,166,6990,6495,1730,2510,1070,445,7425,7010,1570,1635,415,315,116,newtonbrook west,10,4.695652493138648,2.129629484850537,55,13,98,1,33,137,298,17,14,1,1
712,712,newtonbrook west,564,428 connaught ave,43.784968,-79.43885,POINT (625615.7195557298 4849174.565974951),3368000,7,7,1452,290,5,1,615,123,832,166,6990,6495,1730,2510,1070,445,7425,7010,1570,1635,415,315,116,newtonbrook west,10,4.695652493138648,2.129629484850537,55,13,98,1,5,56,143,4,0,1,0
713,713,newtonbrook west,594,9 greenview ave,43.779808,-79.418417,POINT (627270.7958746767 4848632.679860786),1598000,3,3,1452,290,5,1,615,123,832,166,6990,6495,1730,2510,1070,445,7425,7010,1570,1635,415,315,116,newtonbrook west,10,4.695652493138648,2.129629484850537,55,13,98,1,90,171,262,35,49,4,2
714,714,newtonbrook west,695,d9 - 108 finch avenue w,43.778025,-79.424741,POINT (626765.6638157718 4848424.947078845),1100000,4,3,1452,290,5,1,615,123,832,166,6990,6495,1730,2510,1070,445,7425,7010,1570,1635,415,315,116,newtonbrook west,10,4.695652493138648,2.129629484850537,55,13,98,1,4,60,232,4,0,0,0
715,715,newtonbrook west,1048,50 moore park ave,43.793544,-79.421923,POINT (626959.578986845 4850152.891314868),1680000,5,2,1452,290,5,1,615,123,832,166,6990,6495,1730,2510,1070,445,7425,7010,1570,1635,415,315,116,newtonbrook west,10,4.695652493138648,2.129629484850537,55,13,98,1,55,126,230,19,35,0,1
716,716,north riverdale,306,557 logan ave,43.669004,-79.345758,POINT (633363.4277561608 4836440.557129049),799000,3,2,1135,227,7,1,685,137,443,89,1920,2200,935,3275,1235,1365,2110,2475,1025,2655,615,1175,87,north riverdale,4,1.7860600222198024,2.239566392079369,62,19,15,3,19,86,292,5,12,2,0
717,717,north riverdale,442,23 cavell ave,43.676192,-79.344974,POINT (633410.7046211553 4837240.143442053),2850000,5,5,1135,227,7,1,685,137,443,89,1920,2200,935,3275,1235,1365,2110,2475,1025,2655,615,1175,87,north riverdale,4,1.7860600222198024,2.239566392079369,62,19,15,3,46,150,283,13,29,2,2
718,718,north riverdale,747,10 dearbourne ave,43.675665,-79.357432,POINT (632407.6206740623 4837161.648212573),1189000,5,2,1135,227,7,1,685,137,443,89,1920,2200,935,3275,1235,1365,2110,2475,1025,2655,615,1175,87,north riverdale,4,1.7860600222198024,2.239566392079369,62,19,15,3,45,105,201,13,26,4,2
719,719,north riverdale,937,5 - 205 bonis ave,43.672038,-79.345604,POINT (633369.1224645965 4836777.771724892),899900,3,2,1135,227,7,1,685,137,443,89,1920,2200,935,3275,1235,1365,2110,2475,1025,2655,615,1175,87,north riverdale,4,1.7860600222198024,2.239566392079369,62,19,15,3,13,146,295,8,4,1,0
720,720,north st james town,361,585 bloor st e #4218,43.671653,-79.371638,POINT (631271.2088917912 4836693.479298848),1550000,3,2,1567,313,8,2,1085,217,474,95,5425,5160,1455,2185,805,315,5955,5520,1540,1180,300,230,81,north st.james town,6,0.4239218611397995,14.153551750947187,15,12,14,4,30,130,290,17,9,1,3
721,721,north st james town,476,585 bloor st e #521,43.671653,-79.371638,POINT (631271.2088917912 4836693.479298848),498888,2,2,1567,313,8,2,1085,217,474,95,5425,5160,1455,2185,805,315,5955,5520,1540,1180,300,230,81,north st.james town,6,0.4239218611397995,14.153551750947187,15,12,14,4,30,130,290,17,9,1,3
722,722,north st james town,799,2604 - 500 sherbourne st,43.667976,-79.375573,POINT (630961.9810099233 4836278.878431784),649000,2,1,1567,313,8,2,1085,217,474,95,5425,5160,1455,2185,805,315,5955,5520,1540,1180,300,230,81,north st.james town,6,0.4239218611397995,14.153551750947187,15,12,14,4,39,236,683,19,11,5,4
723,723,north st james town,828,3606 - 575 bloor st e,43.671713,-79.372389,POINT (631210.5352624161 4836698.954796938),578000,1,1,1567,313,8,2,1085,217,474,95,5425,5160,1455,2185,805,315,5955,5520,1540,1180,300,230,81,north st.james town,6,0.4239218611397995,14.153551750947187,15,12,14,4,28,137,309,21,4,1,2
724,724,north st james town,932,4011 - 395 bloor st e,43.672002,-79.377438,POINT (630802.8759320884 4836723.0773125),499000,2,1,1567,313,8,2,1085,217,474,95,5425,5160,1455,2185,805,315,5955,5520,1540,1180,300,230,81,north st.james town,6,0.4239218611397995,14.153551750947187,15,12,14,4,45,182,550,15,21,7,2
725,725,north st james town,1047,802 - 575 bloor st e,43.671713,-79.372389,POINT (631210.5352624161 4836698.954796938),1330000,3,2,1567,313,8,2,1085,217,474,95,5425,5160,1455,2185,805,315,5955,5520,1540,1180,300,230,81,north st.james town,6,0.4239218611397995,14.153551750947187,15,12,14,4,28,137,309,21,4,1,2
726,726,north toronto,5,30 roehampton ave unit 1902,43.708432,-79.397532,POINT (629104.7887720172 4840737.640173814),630000,2,2,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,140,248,371,31,96,3,10
727,727,north toronto,20,185 roehampton ave #2907,43.708956,-79.392982,POINT (629470.2404141118 4840802.934865842),550000,1,1,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,67,255,353,19,39,2,7
728,728,north toronto,58,185 roehampton ave #3201,43.708956,-79.392982,POINT (629470.2404141118 4840802.934865842),759000,2,2,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,67,255,353,19,39,2,7
729,729,north toronto,122,8 eglinton ave e #1910,43.707141,-79.397703,POINT (629093.7833842691 4840593.990022262),569900,1,1,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,128,259,377,26,90,2,10
730,730,north toronto,380,195 redpath ave #3307,43.7101,-79.393425,POINT (629432.0869115747 4840929.300427953),399000,0,1,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,61,238,346,19,33,3,6
731,731,north toronto,451,161 roehampton ave #penthouse 05,43.70876,-79.393794,POINT (629405.2423809166 4840779.898257193),1588000,3,2,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,70,257,359,19,42,3,6
732,732,north toronto,479,99 broadway ave #2902,43.710514,-79.393306,POINT (629440.7828475961 4840975.466844299),588000,2,2,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,55,233,339,20,25,4,6
733,733,north toronto,655,25 broadway ave unit 1105,43.709918,-79.395912,POINT (629232.113479094 4840905.206104112),688000,2,1,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,120,245,357,17,93,3,7
734,734,north toronto,752,1201 - 195 redpath avenue,43.7101,-79.393425,POINT (629432.0869115747 4840929.300427953),557000,2,1,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,61,238,346,19,33,3,6
735,735,north toronto,774,th05 - 101 erskine ave,43.711659,-79.39535,POINT (629273.6476750888 4841099.445296491),2100000,4,4,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,74,220,326,19,48,3,4
736,736,north toronto,863,4308 - 8 eglinton ave e,43.707141,-79.397703,POINT (629093.7833842691 4840593.990022262),758000,2,2,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,128,259,377,26,90,2,10
737,737,north toronto,933,2410 - 5500 yonge street,43.710282,-79.398838,POINT (628995.5993010323 4840941.075528842),888000,2,2,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,116,225,355,12,92,4,8
738,738,north toronto,1012,2611 - 8 eglinton ave e,43.707141,-79.397703,POINT (629093.7833842691 4840593.990022262),659800,2,2,988,198,4,1,710,142,274,55,3255,4280,1960,3190,1265,535,3705,4980,2115,1865,460,370,1,north toronto,13,0.4020301553192874,32.335882838628265,58,3,15,5,128,259,377,26,90,2,10
739,739,o connor parkview,341,228 westview blvd,43.71338,-79.305617,POINT (636498.87955094 4841434.459948936),998000,3,2,1315,263,14,3,842,168,459,92,4540,4695,1635,2600,1010,640,4900,5280,1490,1760,395,485,130,o'connor-parkview,5,4.876702730709519,1.0252829167777755,7,17,83,1,12,56,140,7,4,1,0
740,740,o connor parkview,645,4 park vis #1006,43.697968,-79.299349,POINT (637038.9506395312 4839733.078648573),565000,2,2,1315,263,14,3,842,168,459,92,4540,4695,1635,2600,1010,640,4900,5280,1490,1760,395,485,130,o'connor-parkview,5,4.876702730709519,1.0252829167777755,7,17,83,1,13,58,176,13,0,0,0
741,741,o connor parkview,658,106 yardley ave,43.713354,-79.300924,POINT (636877.0094355957 4841439.312257961),1275000,3,3,1315,263,14,3,842,168,459,92,4540,4695,1635,2600,1010,640,4900,5280,1490,1760,395,485,130,o'connor-parkview,5,4.876702730709519,1.0252829167777755,7,17,83,1,10,63,155,7,2,1,0
742,742,o connor parkview,997,94 meighen ave,43.703012,-79.296084,POINT (637290.5341918059 4840298.689129333),998000,3,3,1315,263,14,3,842,168,459,92,4540,4695,1635,2600,1010,640,4900,5280,1490,1760,395,485,130,o'connor-parkview,5,4.876702730709519,1.0252829167777755,7,17,83,1,19,68,138,19,0,0,0
743,743,o connor parkview,1073,1a alder rd,43.702996,-79.325256,POINT (634940.0525519855 4840249.010494064),2988888,5,4,1315,263,14,3,842,168,459,92,4540,4695,1635,2600,1010,640,4900,5280,1490,1760,395,485,130,o'connor-parkview,5,4.876702730709519,1.0252829167777755,7,17,83,1,10,52,135,10,0,0,0
744,744,oakdale beverley heights,139,54 judy sgro ave,43.727778,-79.523194,POINT (618942.3037644146 4842698.234735795),868000,3,3,3168,634,37,7,1827,365,1304,261,5780,5965,1710,1615,600,150,6245,6495,1500,785,165,105,8,oakdale-beverley heights,5,6.685135384303695,0.7479280093174636,31,12,59,8,0,6,47,0,0,0,0
745,745,oakdale beverley heights,781,11 ashton manr,43.720735,-79.50042,POINT (620790.697551635 4841948.951634598),2190000,4,2,3168,634,37,7,1827,365,1304,261,5780,5965,1710,1615,600,150,6245,6495,1500,785,165,105,8,oakdale-beverley heights,5,6.685135384303695,0.7479280093174636,31,12,59,8,10,36,110,3,3,1,3
746,746,oakdale beverley heights,835,36 ridge road,43.722761,-79.49388,POINT (621313.4074254823 4842183.520923635),779000,1,1,3168,634,37,7,1827,365,1304,261,5780,5965,1710,1615,600,150,6245,6495,1500,785,165,105,8,oakdale-beverley heights,5,6.685135384303695,0.7479280093174636,31,12,59,8,15,34,79,6,5,2,2
747,747,oakdale beverley heights,1068,17 wintergreen rd,43.726306,-79.487547,POINT (621816.3297263978 4842586.534247163),1129000,4,3,3168,634,37,7,1827,365,1304,261,5780,5965,1710,1615,600,150,6245,6495,1500,785,165,105,8,oakdale-beverley heights,5,6.685135384303695,0.7479280093174636,31,12,59,8,9,50,83,5,1,2,1
748,748,oakdale beverley heights,1101,2117 - 5 sheppard ave e,43.733338,-79.529127,POINT (618453.4929551742 4843307.252933448),919000,2,2,3168,634,37,7,1827,365,1304,261,5780,5965,1710,1615,600,150,6245,6495,1500,785,165,105,8,oakdale-beverley heights,5,6.685135384303695,0.7479280093174636,31,12,59,8,3,16,37,3,0,0,0
749,749,oakridge,249,6 elward blvd,43.691459,-79.281882,POINT (638461.4437952614 4839039.183798356),569900,3,2,1513,303,26,5,1002,200,485,97,4260,3475,805,835,325,65,4595,3580,795,410,140,40,67,oakridge,4,1.8782015301901531,2.1296969125539107,2,4,53,0,20,83,172,17,1,2,0
750,750,oakridge,255,23 elba ave,43.699375,-79.274278,POINT (639055.9502276356 4839931.095059793),499999,3,2,1513,303,26,5,1002,200,485,97,4260,3475,805,835,325,65,4595,3580,795,410,140,40,67,oakridge,4,1.8782015301901531,2.1296969125539107,2,4,53,0,15,42,132,15,0,0,0
751,751,oakridge,267,24 coventry st,43.692746,-79.276677,POINT (638877.9437563344 4839190.828943614),929900,3,3,1513,303,26,5,1002,200,485,97,4260,3475,805,835,325,65,4595,3580,795,410,140,40,67,oakridge,4,1.8782015301901531,2.1296969125539107,2,4,53,0,22,63,142,19,3,0,0
752,752,oakridge,657,15 b medford ave,43.695692,-79.271575,POINT (639282.2841661179 4839526.582992134),1399900,4,4,1513,303,26,5,1002,200,485,97,4260,3475,805,835,325,65,4595,3580,795,410,140,40,67,oakridge,4,1.8782015301901531,2.1296969125539107,2,4,53,0,18,68,118,17,1,0,0
753,753,oakwood village,101,210 westmount ave,43.680554,-79.443098,POINT (625491.8134486564 4837571.440022843),899000,4,3,1558,312,31,6,921,184,606,121,5320,5365,1730,3095,1340,685,5755,6005,1650,2075,540,480,51,oakwood village,5,2.2193691718334256,2.2528924270266804,34,9,41,0,42,141,229,6,33,3,0
754,754,oakwood village,187,1603 eglinton ave w #504,43.697042,-79.443072,POINT (625459.5266629767 4839402.697764889),768000,3,2,1558,312,31,6,921,184,606,121,5320,5365,1730,3095,1340,685,5755,6005,1650,2075,540,480,51,oakwood village,5,2.2193691718334256,2.2528924270266804,34,9,41,0,35,100,193,14,20,1,0
755,755,oakwood village,312,437 westmount ave,43.686951,-79.445233,POINT (625306.403375798 4838278.685452586),799000,4,2,1558,312,31,6,921,184,606,121,5320,5365,1730,3095,1340,685,5755,6005,1650,2075,540,480,51,oakwood village,5,2.2193691718334256,2.2528924270266804,34,9,41,0,16,73,236,15,1,0,0
756,756,oakwood village,672,45 strader ave,43.693481,-79.44039,POINT (625683.0875622209 4839011.261562335),699999,3,2,1558,312,31,6,921,184,606,121,5320,5365,1730,3095,1340,685,5755,6005,1650,2075,540,480,51,oakwood village,5,2.2193691718334256,2.2528924270266804,34,9,41,0,27,98,183,13,11,3,0
757,757,oakwood village,847,82 roseneath gdns,43.684602,-79.435774,POINT (626073.6793494474 4838032.134353166),999000,4,2,1558,312,31,6,921,184,606,121,5320,5365,1730,3095,1340,685,5755,6005,1650,2075,540,480,51,oakwood village,5,2.2193691718334256,2.2528924270266804,34,9,41,0,27,112,216,11,14,2,0
758,758,old east york,624,500 donlands ave,43.696155,-79.346168,POINT (633270.2372164802 4839455.391756473),799900,3,2,376,75,6,1,176,35,194,39,1915,2075,850,1980,845,470,2135,2350,955,1365,315,385,97,old east york,4,2.3498652685492525,1.7022252524586226,23,5,59,3,19,73,165,13,5,0,1
759,759,old east york,844,716 - 20 dean park road,43.696626,-79.340371,POINT (633736.3330148387 4839517.037969899),614900,2,2,376,75,6,1,176,35,194,39,1915,2075,850,1980,845,470,2135,2350,955,1365,315,385,97,old east york,4,2.3498652685492525,1.7022252524586226,23,5,59,3,20,56,177,11,8,0,1
760,760,old east york,971,458 donlands ave,43.695206,-79.343583,POINT (633480.651449252 4839354.150606639),899900,3,2,376,75,6,1,176,35,194,39,1915,2075,850,1980,845,470,2135,2350,955,1365,315,385,97,old east york,4,2.3498652685492525,1.7022252524586226,23,5,59,3,24,78,172,14,9,0,1
761,761,old east york,1078,406 - 3303 don mills rd,43.702718,-79.334457,POINT (634199.3076109975 4840203.19791139),1130000,2,2,376,75,6,1,176,35,194,39,1915,2075,850,1980,845,470,2135,2350,955,1365,315,385,97,old east york,4,2.3498652685492525,1.7022252524586226,23,5,59,3,0,43,143,0,0,0,0
762,762,palmerston little italy,562,368 markham st,43.658121,-79.410024,POINT (628205.476285628 4835130.533831321),5250000,3,5,1151,230,11,2,752,150,388,78,3215,3385,1470,2850,940,1050,3530,3940,1370,2055,505,860,78,palmerston-little italy,3,1.4352532093191102,2.0902235093577755,89,9,23,2,56,347,716,8,45,2,1
763,763,palmerston little italy,769,501 palmerston boulevard,43.662755,-79.412626,POINT (627985.8184352576 4835641.183372255),3199000,7,3,1151,230,11,2,752,150,388,78,3215,3385,1470,2850,940,1050,3530,3940,1370,2055,505,860,78,palmerston-little italy,3,1.4352532093191102,2.0902235093577755,89,9,23,2,100,274,571,16,76,4,4
764,764,palmerston little italy,839,1 - 130 clinton st,43.657285,-79.414971,POINT (627808.3517568929 4835030.052194796),998000,3,2,1151,230,11,2,752,150,388,78,3215,3385,1470,2850,940,1050,3530,3940,1370,2055,505,860,78,palmerston-little italy,3,1.4352532093191102,2.0902235093577755,89,9,23,2,65,238,605,4,56,4,1
765,765,parkwoods o connor hills,914,7b clintwood gate,43.748509,-79.312891,POINT (635833.438513357 4845324.09957027),898000,3,3,557,111,8,2,275,55,274,55,2985,3220,1280,2360,855,750,3235,3650,1275,1630,330,620,13,parkwoods-o'connor hills,2,4.146969877464438,0.4822798474781423,8,12,41,2,9,62,144,7,1,1,0
766,766,parkwoods o connor hills,1108,130 broadlands blvd,43.746216,-79.3142,POINT (635733.2295566818 4845067.281495934),1458000,4,2,557,111,8,2,275,55,274,55,2985,3220,1280,2360,855,750,3235,3650,1275,1630,330,620,13,parkwoods-o'connor hills,2,4.146969877464438,0.4822798474781423,8,12,41,2,8,51,147,3,3,1,1
767,767,pelmo park humberlea,619,95 gaydon ave,43.721696,-79.530577,POINT (618359.6480647501 4842012.17131106),1399900,6,2,1176,235,23,5,481,96,672,134,2750,2955,1090,1590,640,190,3005,3320,1145,900,175,130,155,pelmo park-humberlea,1,4.276211033363618,0.2338518824720892,12,7,45,1,0,28,53,0,0,0,0
768,768,playter estates danforth,418,59 arundel ave,43.679799,-79.351218,POINT (632899.4098645593 4837630.725058271),1589000,2,3,640,128,3,1,401,80,236,47,1550,1525,780,2045,725,790,1735,1750,775,1585,380,690,88,playter estates-danforth,2,0.8875869482455776,2.253300371251786,31,7,18,2,67,162,238,5,52,9,1
769,769,playter estates danforth,950,21 cambridge avenue,43.676518,-79.359986,POINT (632199.8669235181 4837252.311233885),1850000,4,3,640,128,3,1,401,80,236,47,1550,1525,780,2045,725,790,1735,1750,775,1585,380,690,88,playter estates-danforth,2,0.8875869482455776,2.253300371251786,31,7,18,2,35,81,177,11,19,4,1
770,770,pleasant view,10,41 pinto dr,43.791871,-79.339242,POINT (633615.2313826043 4850097.239294451),1149000,6,3,743,149,2,0,278,56,463,93,4215,3980,1335,1865,770,270,4510,4415,1275,1165,285,195,107,pleasant view,3,2.9674528389176205,1.0109680466208355,6,4,30,1,2,24,77,2,0,0,0
771,771,pleasant view,897,303 - 70 old sheppard ave,43.778274,-79.336511,POINT (633865.3029342096 4848591.492225815),520000,2,1,743,149,2,0,278,56,463,93,4215,3980,1335,1865,770,270,4510,4415,1275,1165,285,195,107,pleasant view,3,2.9674528389176205,1.0109680466208355,6,4,30,1,3,50,132,3,0,0,0
772,772,pleasant view,1030,505 - 10 muirhead rd,43.778087,-79.338531,POINT (633703.1633989309 4848567.458443893),550000,3,2,743,149,2,0,278,56,463,93,4215,3980,1335,1865,770,270,4510,4415,1275,1165,285,195,107,pleasant view,3,2.9674528389176205,1.0109680466208355,6,4,30,1,5,60,122,3,1,0,1
773,773,princess rosethorn,74,31 twyford rd,43.665533,-79.539719,POINT (617733.1231962505 4835761.49122777),6285000,5,7,684,137,5,1,240,48,439,88,1830,2060,915,3515,1280,1520,1975,2365,1005,2885,580,1290,144,princess-rosethorn,8,5.171360611729926,1.5469816554378395,4,15,64,2,0,40,68,0,0,0,0
774,774,princess rosethorn,292,45 oldham rd,43.677488,-79.542254,POINT (617505.4068790039 4837085.65688581),1629000,4,3,684,137,5,1,240,48,439,88,1830,2060,915,3515,1280,1520,1975,2365,1005,2885,580,1290,144,princess-rosethorn,8,5.171360611729926,1.5469816554378395,4,15,64,2,11,35,69,7,4,0,0
775,775,princess rosethorn,459,5 pheasant ln,43.662472,-79.534898,POINT (618127.8166623845 4835428.380526803),6899000,5,5,684,137,5,1,240,48,439,88,1830,2060,915,3515,1280,1520,1975,2365,1005,2885,580,1290,144,princess-rosethorn,8,5.171360611729926,1.5469816554378395,4,15,64,2,17,33,78,13,2,0,2
776,776,princess rosethorn,593,38 ravensbourne cres,43.67637,-79.539166,POINT (617756.5121621091 4836965.86776295),4588000,6,5,684,137,5,1,240,48,439,88,1830,2060,915,3515,1280,1520,1975,2365,1005,2885,580,1290,144,princess-rosethorn,8,5.171360611729926,1.5469816554378395,4,15,64,2,9,29,58,7,0,2,0
777,777,princess rosethorn,678,18 kipling grove ct,43.662635,-79.551649,POINT (616776.8947263486 4835422.768639526),1299999,3,4,684,137,5,1,240,48,439,88,1830,2060,915,3515,1280,1520,1975,2365,1005,2885,580,1290,144,princess-rosethorn,8,5.171360611729926,1.5469816554378395,4,15,64,2,6,37,55,6,0,0,0
